Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
2775, 72398, 22.05, 358.30, 8.66, 0
2776, 72384, 19.10, 11.90, 8.75, 0
2778, 72370, 21.35, 359.80, 8.66, 0
2781, 72343, 19.25, 8.20, 8.75, 0
2784, 72316, 20.95, 1.50, 8.75, 0
2787, 72290, 20.10, 4.70, 8.75, 0
2788, 72278, 20.35, 4.00, 8.66, 0
2789, 72266, 21.65, 4.80, 8.75, 0
2791, 72254, 20.20, 6.30, 8.66, 0
2794, 72222, 22.55, 4.30, 8.75, 0
2797, 72191, 17.60, 4.00, 8.66, 0
2801, 72160, 22.95, 5.30, 8.75, 0
2802, 72152, 18.95, 2.30, 8.75, 0
2803, 72145, 21.60, 3.70, 8.75, 0
2803, 72138, 20.45, 2.30, 8.75, 0
2807, 72104, 21.70, 6.00, 8.75, 0
2809, 72088, 18.35, 359.00, 8.66, 0
2811, 72066, 23.05, 7.50, 8.75, 0
2813, 72045, 18.70, 358.80, 8.66, 0
2816, 72024, 22.25, 7.30, 8.66, 0
2818, 72006, 19.55, 1.90, 8.66, 0
2820, 71988, 21.10, 2.50, 8.66, 0
2822, 71970, 20.65, 5.00, 8.75, 0
2824, 71951, 19.70, 0.20, 8.66, 0
2826, 71933, 21.85, 7.90, 8.66, 0
2828, 71916, 18.70, 357.40, 8.57, 0
2830, 71897, 21.80, 9.30, 8.66, 0
2832, 71879, 19.45, 359.50, 8.57, 0
2834, 71862, 21.15, 5.90, 8.57, 0
2836, 71840, 20.10, 2.90, 8.47, 0
2838, 71819, 20.45, 2.10, 8.47, 0
2841, 71798, 21.30, 7.60, 8.57, 0
2843, 71780, 19.60, 359.50, 8.47, 0
2844, 71763, 21.70, 10.90, 8.57, 0
2846, 71746, 19.05, 357.80, 8.38, 0
2848, 71728, 20.70, 8.60, 8.47, 0
2850, 71711, 19.90, 2.80, 8.38, 0
2852, 71694, 20.45, 5.10, 8.38, 0
2855, 71670, 20.45, 5.20, 8.47, 0
2857, 71646, 20.00, 2.90, 8.38, 0
2860, 71622, 20.60, 11.50, 8.38, 0
2866, 71568, 19.90, 358.60, 8.29, 0
2868, 71551, 20.80, 6.60, 8.29, 0
2870, 71534, 20.00, 3.30, 8.29, 0
2871, 71518, 20.40, 2.50, 8.29, 0
2874, 71495, 20.40, 8.10, 8.29, 0
2876, 71472, 20.00, 359.40, 8.29, 0
2879, 71450, 20.10, 11.10, 8.29, 0
2887, 71376, 19.95, 4.30, 8.20, 0
2889, 71358, 19.85, 5.60, 8.20, 0
2891, 71340, 20.45, 359.30, 8.11, 0
2895, 71308, 19.30, 10.30, 8.11, 0
2898, 71277, 20.80, 356.20, 8.11, 0
2902, 71246, 19.35, 10.20, 8.11, 0
2903, 71232, 20.15, 0.30, 8.11, 0
2904, 71219, 19.55, 5.00, 8.11, 0
2906, 71206, 19.55, 3.20, 8.02, 0
2908, 71190, 20.45, 1.00, 8.02, 0
2909, 71174, 19.00, 6.80, 8.02, 0
2911, 71158, 21.45, 359.10, 8.02, 0
2915, 71127, 18.05, 9.50, 8.02, 0
2918, 71097, 20.75, 359.70, 8.02, 0
2921, 71068, 19.50, 5.20, 8.02, 0
2923, 71054, 19.40, 1.50, 7.92, 0
2924, 71040, 20.45, 2.20, 7.92, 0
2926, 71026, 18.80, 4.70, 7.83, 0
2928, 71005, 21.50, 359.70, 7.92, 0
2930, 70984, 17.95, 6.60, 7.83, 0
2933, 70964, 21.90, 359.00, 7.92, 0
2936, 70938, 18.30, 6.70, 7.83, 0
2939, 70912, 20.50, 1.30, 7.83, 0
2941, 70886, 19.15, 4.00, 7.83, 0
2943, 70871, 19.70, 3.20, 7.74, 0
2945, 70857, 20.50, 1.40, 7.74, 0
2946, 70844, 19.10, 7.30, 7.74, 0
2949, 70822, 21.45, 0.10, 7.74, 0
2951, 70800, 17.55, 9.00, 7.74, 0
2953, 70778, 21.65, 359.10, 7.65, 0
2956, 70755, 18.55, 5.50, 7.65, 0
2958, 70733, 20.55, 1.00, 7.65, 0
2961, 70712, 18.85, 2.30, 7.65, 0
2962, 70697, 19.60, 3.20, 7.56, 0
2964, 70682, 20.40, 1.30, 7.65, 0
2966, 70668, 18.05, 5.60, 7.56, 0
2968, 70646, 21.55, 358.80, 7.56, 0
2970, 70625, 17.15, 7.40, 7.56, 0
2973, 70604, 21.95, 358.20, 7.56, 0
2976, 70579, 17.80, 5.00, 7.56, 0
2978, 70554, 20.90, 0.80, 7.47, 0
2981, 70530, 19.30, 4.20, 7.47, 0
2983, 70513, 19.45, 2.90, 7.38, 0
2985, 70496, 20.20, 1.60, 7.47, 0
2987, 70480, 18.75, 5.90, 7.38, 0
2989, 70461, 20.75, 357.40, 7.38, 0
2991, 70442, 17.75, 10.70, 7.38, 0
2993, 70424, 20.55, 356.80, 7.38, 0
2996, 70394, 17.90, 8.00, 7.38, 0
3000, 70364, 19.95, 0.10, 7.38, 0
3003, 70334, 18.45, 5.80, 7.38, 0
3004, 70323, 19.50, 2.10, 7.29, 0
3005, 70313, 19.25, 2.40, 7.29, 0
3006, 70304, 19.15, 7.00, 7.29, 0
3009, 70283, 20.00, 359.70, 7.29, 0
3011, 70262, 18.55, 9.20, 7.19, 0
3013, 70242, 20.25, 358.50, 7.19, 0
3016, 70215, 17.75, 10.80, 7.19, 0
3019, 70188, 20.25, 359.50, 7.19, 0
3022, 70162, 18.45, 6.70, 7.19, 0
3024, 70145, 19.60, 1.70, 7.10, 0
3026, 70129, 18.55, 4.70, 7.19, 0
3028, 70114, 18.75, 4.80, 7.10, 0
3030, 70095, 19.50, 0.50, 7.10, 0
3032, 70077, 17.90, 7.60, 7.10, 0
3034, 70060, 20.15, 359.60, 7.10, 0
3036, 70035, 17.15, 11.60, 7.10, 0
3039, 70010, 20.20, 358.70, 7.10, 0
3042, 69986, 17.30, 9.80, 7.10, 0
3044, 69969, 20.10, 1.10, 7.10, 0
3046, 69952, 18.05, 7.90, 7.10, 0
3048, 69936, 19.25, 2.90, 7.01, 0
3050, 69913, 18.45, 6.90, 7.10, 0
3053, 69891, 18.30, 6.20, 7.01, 0
3055, 69870, 20.05, 5.50, 7.01, 0
3057, 69850, 17.05, 3.80, 7.01, 0
3059, 69830, 21.70, 5.00, 7.10, 0
3062, 69810, 15.90, 3.80, 6.92, 0
3064, 69794, 21.35, 5.70, 7.01, 0
3065, 69778, 16.75, 4.30, 6.92, 0
3067, 69762, 19.80, 5.40, 6.92, 0
3070, 69737, 17.95, 4.50, 7.01, 0
3073, 69712, 18.65, 5.20, 6.92, 0
3075, 69688, 19.80, 6.30, 7.01, 0
3077, 69674, 17.35, 4.10, 6.83, 0
3078, 69661, 21.10, 8.40, 6.92, 0
3080, 69648, 15.80, 0.80, 6.83, 0
3082, 69629, 21.10, 8.20, 6.92, 0
3084, 69611, 16.60, 1.90, 6.83, 0
3086, 69594, 19.65, 6.80, 6.83, 0
3094, 69521, 17.95, 1.10, 6.74, 0
3096, 69503, 18.75, 11.60, 6.74, 0
3098, 69486, 17.70, 355.90, 6.65, 0
3106, 69416, 18.00, 4.30, 6.56, 0
3108, 69399, 18.30, 2.70, 6.56, 0
3110, 69382, 17.70, 10.90, 6.65, 0
3112, 69364, 18.40, 357.30, 6.56, 0
3114, 69346, 18.15, 13.60, 6.56, 0
3116, 69328, 18.15, 358.60, 6.56, 0
3118, 69312, 17.75, 8.00, 6.56, 0
3120, 69297, 18.00, 2.80, 6.47, 0
3121, 69282, 18.15, 4.00, 6.47, 0
3124, 69261, 17.50, 7.40, 6.56, 0
3126, 69240, 18.35, 359.00, 6.47, 0
3128, 69220, 17.15, 11.10, 6.47, 0
3130, 69203, 19.00, 356.40, 6.47, 0
3132, 69186, 17.50, 8.70, 6.47, 0
3134, 69170, 18.05, 1.50, 6.38, 0
3136, 69156, 17.75, 4.20, 6.38, 0
3137, 69143, 17.20, 5.10, 6.38, 0
3139, 69130, 19.10, 359.80, 6.38, 0
3142, 69103, 16.30, 7.40, 6.38, 0
3145, 69076, 19.55, 359.10, 6.38, 0
3148, 69050, 15.80, 7.40, 6.38, 0
3148, 69043, 19.05, 0.90, 6.38, 0
3149, 69036, 17.05, 4.70, 6.38, 0
3150, 69030, 17.95, 2.60, 6.29, 0
3154, 68994, 18.35, 3.80, 6.38, 0
3158, 68959, 17.05, 5.50, 6.29, 0
3162, 68924, 19.85, 5.50, 6.38, 0
3162, 68923, 15.00, 359.00, 6.29, 0
3162, 68922, 20.20, 6.40, 6.29, 0
3162, 68922, 16.00, 0.10, 6.29, 0
3164, 68909, 18.60, 4.20, 6.29, 0
3165, 68896, 17.45, 2.60, 6.29, 0
3166, 68884, 17.70, 1.70, 6.29, 0
3169, 68860, 18.60, 5.30, 6.38, 0
3172, 68836, 16.85, 356.40, 6.29, 0
3175, 68812, 19.20, 9.60, 6.38, 0
3176, 68799, 17.10, 355.10, 6.29, 0
3178, 68786, 19.05, 10.50, 6.29, 0
3179, 68774, 17.60, 359.40, 6.29, 0
3181, 68759, 18.50, 6.00, 6.29, 0
3182, 68744, 18.45, 3.20, 6.20, 0
3184, 68730, 18.75, 2.90, 6.29, 0
3186, 68709, 17.25, 5.80, 6.20, 0
3189, 68688, 19.75, 0.80, 6.29, 0
3191, 68668, 16.90, 9.70, 6.29, 0
3193, 68654, 20.05, 2.20, 6.29, 0
3194, 68640, 16.95, 8.80, 6.29, 0
3196, 68626, 19.80, 3.00, 6.29, 0
3198, 68607, 17.60, 5.70, 6.38, 0
3200, 68589, 18.55, 5.00, 6.29, 0
3202, 68572, 18.95, 5.60, 6.38, 0
3204, 68552, 20.60, 6.20, 6.38, 0
3205, 68542, 16.40, 6.80, 6.38, 0
3209, 68511, 16.70, 5.80, 6.38, 0
3211, 68496, 20.25, 7.70, 6.38, 0
3213, 68476, 18.40, 7.20, 6.47, 0
3215, 68457, 19.35, 6.70, 6.38, 0
3217, 68438, 18.95, 8.70, 6.47, 0
3218, 68431, 19.00, 5.00, 6.38, 0
3219, 68424, 19.85, 12.80, 6.47, 0
3220, 68418, 18.05, 359.20, 6.38, 0
3222, 68394, 19.80, 16.30, 6.38, 0
3225, 68371, 18.80, 1.80, 6.38, 0
3228, 68348, 19.75, 14.20, 6.38, 0
3229, 68339, 18.90, 5.40, 6.38, 0
3230, 68330, 19.05, 10.30, 6.38, 0
3231, 68322, 18.95, 8.10, 6.38, 0
3237, 68264, 18.20, 14.20, 6.38, 0
3240, 68240, 19.90, 0.20, 6.47, 0
3243, 68216, 18.15, 14.80, 6.47, 0
3243, 68210, 19.45, 4.10, 6.38, 0
3244, 68205, 18.85, 9.80, 6.38, 0
3245, 68200, 19.15, 6.80, 6.38, 0
3245, 68192, 19.45, 7.40, 6.38, 0
3246, 68185, 17.85, 10.50, 6.38, 0
3247, 68178, 20.35, 3.70, 6.47, 0
3250, 68154, 17.75, 14.80, 6.47, 0
3252, 68131, 20.60, 2.20, 6.47, 0
3255, 68108, 18.50, 13.40, 6.47, 0
3258, 68078, 19.35, 6.50, 6.38, 0
3259, 68071, 19.35, 12.10, 6.47, 0
3260, 68064, 19.10, 2.80, 6.47, 0
3262, 68051, 19.45, 14.70, 6.47, 0
3263, 68038, 18.65, 1.60, 6.47, 0
3265, 68026, 19.50, 13.00, 6.47, 0
3266, 68014, 18.85, 7.50, 6.47, 0
3267, 68002, 19.30, 8.40, 6.47, 0
3269, 67990, 19.20, 10.70, 6.56, 0
3270, 67979, 18.85, 4.10, 6.47, 0
3271, 67968, 19.60, 14.40, 6.47, 0
3272, 67958, 18.60, 0.40, 6.38, 0
3274, 67947, 19.60, 15.30, 6.47, 0
3275, 67936, 18.85, 5.50, 6.38, 0
3276, 67926, 19.25, 9.70, 6.38, 0
3278, 67910, 18.95, 9.60, 6.47, 0
3280, 67894, 18.95, 6.10, 6.38, 0
3282, 67878, 19.45, 15.50, 6.47, 0
3282, 67871, 18.75, 0.30, 6.38, 0
3283, 67865, 19.55, 17.60, 6.38, 0
3284, 67860, 18.80, 4.30, 6.38, 0
3285, 67849, 19.50, 12.80, 6.38, 0
3286, 67839, 19.05, 8.60, 6.29, 0
3287, 67830, 19.15, 8.60, 6.29, 0
3289, 67813, 18.65, 13.10, 6.38, 0
3291, 67796, 19.10, 7.30, 6.29, 0
3293, 67780, 18.85, 17.60, 6.29, 0
3294, 67772, 19.30, 2.70, 6.29, 0
3294, 67766, 18.80, 16.60, 6.29, 0
3295, 67760, 19.25, 7.30, 6.20, 0
3296, 67752, 19.25, 12.30, 6.29, 0
3297, 67744, 18.85, 10.90, 6.20, 0
3298, 67736, 19.30, 7.70, 6.20, 0
3300, 67718, 18.60, 14.90, 6.20, 0
3302, 67701, 19.85, 6.60, 6.29, 0
3304, 67684, 18.25, 16.80, 6.29, 0
3305, 67676, 19.80, 6.30, 6.20, 0
3306, 67669, 18.30, 13.30, 6.20, 0
3306, 67662, 19.40, 10.30, 6.20, 0
3307, 67656, 19.05, 9.70, 6.20, 0
3308, 67651, 18.65, 15.50, 6.20, 0
3308, 67646, 19.35, 6.90, 6.11, 0
3311, 67625, 18.90, 18.30, 6.20, 0
3313, 67604, 19.40, 4.20, 6.11, 0
3315, 67584, 19.00, 15.50, 6.20, 0
3316, 67583, 19.00, 10.30, 6.11, 0
3316, 67582, 19.05, 10.90, 6.11, 0
3316, 67582, 19.00, 13.50, 6.11, 0
3317, 67570, 18.90, 6.50, 6.11, 0
3318, 67559, 18.95, 17.40, 6.20, 0
3320, 67548, 18.70, 2.00, 6.11, 0
3321, 67534, 19.35, 18.90, 6.11, 0
3323, 67521, 19.05, 7.40, 6.11, 0
3324, 67508, 19.05, 14.50, 6.11, 0
3325, 67501, 18.95, 11.60, 6.11, 0
3326, 67494, 18.95, 10.40, 6.11, 0
3327, 67488, 19.05, 17.60, 6.11, 0
3328, 67477, 18.65, 5.80, 6.11, 0
3329, 67466, 19.75, 18.70, 6.11, 0
3330, 67456, 18.80, 4.70, 6.02, 0
3331, 67449, 19.35, 18.40, 6.11, 0
3332, 67443, 18.65, 8.70, 6.02, 0
3332, 67438, 19.00, 14.60, 6.02, 0
3333, 67428, 19.05, 12.90, 6.11, 0
3335, 67418, 19.20, 9.80, 6.02, 0
3336, 67408, 18.65, 16.70, 6.02, 0
3337, 67395, 19.15, 6.00, 6.02, 0
3339, 67382, 18.90, 17.10, 6.02, 0
3340, 67370, 19.50, 6.20, 6.02, 0
3342, 67355, 18.60, 17.20, 6.02, 0
3344, 67340, 19.30, 8.20, 5.93, 0
3345, 67326, 18.65, 14.90, 6.02, 0
3346, 67319, 19.25, 12.70, 5.93, 0
3347, 67313, 19.50, 11.60, 6.02, 0
3347, 67308, 17.95, 14.50, 5.93, 0
3350, 67284, 17.90, 16.60, 6.02, 0
3352, 67272, 20.45, 9.30, 5.93, 0
3354, 67254, 17.25, 17.10, 5.93, 0
3356, 67237, 20.15, 9.40, 5.93, 0
3358, 67220, 17.70, 16.10, 5.93, 0
3358, 67219, 19.40, 11.80, 5.93, 0
3358, 67218, 18.75, 14.30, 5.93, 0
3358, 67218, 18.45, 12.00, 5.93, 0
3359, 67205, 19.80, 12.50, 5.93, 0
3361, 67192, 17.35, 13.70, 5.84, 0
3362, 67180, 21.35, 12.90, 5.93, 0
3364, 67161, 16.15, 16.40, 5.84, 0
3366, 67143, 21.65, 12.40, 5.93, 0
3368, 67126, 16.80, 15.30, 5.93, 0
3372, 67091, 18.15, 14.40, 5.93, 0
3374, 67082, 18.60, 12.90, 5.84, 0
3375, 67074, 19.65, 16.70, 5.93, 0
3375, 67068, 17.25, 10.60, 5.84, 0
3376, 67062, 21.00, 19.70, 5.93, 0
3377, 67056, 16.65, 7.30, 5.84, 0
3378, 67043, 20.45, 20.40, 5.84, 0
3379, 67031, 17.20, 9.80, 5.75, 0
3381, 67020, 19.40, 18.90, 5.75, 0
3383, 67002, 18.85, 16.30, 5.75, 0
3384, 66994, 18.45, 16.20, 5.75, 0
3385, 66983, 18.60, 12.60, 5.66, 0
3386, 66972, 18.55, 18.60, 5.75, 0
3388, 66962, 18.55, 11.30, 5.66, 0
3390, 66939, 18.40, 22.80, 5.66, 0
3393, 66916, 18.95, 8.20, 5.66, 0
3395, 66894, 18.30, 24.20, 5.66, 0
3396, 66892, 19.20, 11.00, 5.57, 0
3396, 66890, 18.60, 20.70, 5.66, 0
3396, 66888, 18.75, 12.60, 5.57, 0
3398, 66871, 18.40, 17.70, 5.66, 0
3400, 66855, 17.85, 15.60, 5.57, 0
3402, 66840, 19.35, 14.70, 5.66, 0
3403, 66828, 17.75, 18.80, 5.57, 0
3404, 66817, 20.25, 13.60, 5.57, 0
3406, 66806, 16.85, 19.50, 5.57, 0
3408, 66788, 20.85, 13.00, 5.57, 0
3410, 66770, 16.25, 20.00, 5.57, 0
3412, 66752, 20.10, 13.20, 5.57, 0
3413, 66745, 17.55, 18.50, 5.57, 0
3413, 66739, 19.05, 14.60, 5.48, 0
3414, 66734, 18.30, 16.80, 5.57, 0
3416, 66718, 19.95, 17.40, 5.57, 0
3417, 66710, 16.45, 15.10, 5.48, 0
3419, 66687, 21.40, 17.40, 5.57, 0
3422, 66665, 15.35, 14.20, 5.48, 0
3425, 66644, 20.90, 17.40, 5.48, 0
3425, 66638, 16.60, 14.50, 5.48, 0
3426, 66633, 19.85, 17.10, 5.48, 0
3426, 66628, 17.25, 15.90, 5.48, 0
3427, 66620, 18.40, 16.40, 5.48, 0
3428, 66612, 18.60, 17.00, 5.57, 0
3429, 66604, 17.90, 14.30, 5.39, 0
3432, 66582, 19.70, 19.80, 5.48, 0
3434, 66561, 16.65, 8.70, 5.39, 0
3437, 66540, 20.05, 22.30, 5.48, 0
3437, 66534, 16.95, 9.90, 5.39, 0
3438, 66528, 19.45, 19.70, 5.39, 0
3439, 66522, 17.80, 15.10, 5.30, 0
3440, 66509, 18.70, 16.00, 5.30, 0
3442, 66496, 18.85, 17.70, 5.39, 0
3443, 66484, 17.70, 12.80, 5.30, 0
3445, 66467, 19.95, 20.40, 5.39, 0
3447, 66451, 16.80, 8.30, 5.30, 0
3449, 66436, 20.30, 21.00, 5.30, 0
3450, 66424, 17.70, 12.30, 5.30, 0
3452, 66412, 19.10, 16.30, 5.30, 0
3453, 66400, 18.80, 15.30, 5.39, 0
3454, 66391, 17.95, 13.40, 5.30, 0
3455, 66383, 20.25, 19.70, 5.30, 0
3456, 66376, 16.60, 8.20, 5.30, 0
3458, 66362, 20.85, 20.10, 5.30, 0
3459, 66348, 17.20, 12.60, 5.21, 0
3461, 66334, 19.80, 17.90, 5.21, 0
3463, 66317, 18.65, 15.80, 5.21, 0
3465, 66300, 18.85, 16.50, 5.21, 0
3467, 66284, 18.85, 17.90, 5.21, 0
3468, 66273, 18.00, 13.60, 5.21, 0
3469, 66262, 20.25, 20.30, 5.21, 0
3470, 66252, 17.30, 9.30, 5.12, 0
3472, 66236, 20.50, 22.10, 5.12, 0
3474, 66220, 17.65, 12.10, 5.12, 0
3476, 66204, 19.55, 19.10, 5.12, 0
3478, 66189, 18.30, 17.50, 5.12, 0
3479, 66175, 18.75, 17.20, 5.03, 0
3481, 66162, 18.70, 19.10, 5.03, 0
3483, 66147, 18.40, 13.00, 5.03, 0
3484, 66133, 19.15, 22.40, 5.03, 0
3486, 66120, 18.15, 7.80, 4.94, 0
3489, 66096, 19.45, 25.40, 5.03, 0
3492, 66072, 18.25, 10.20, 4.94, 0
3494, 66048, 19.10, 22.30, 4.94, 0
3495, 66044, 18.45, 16.20, 4.94, 0
3495, 66040, 18.75, 18.70, 4.94, 0
3496, 66036, 18.05, 18.30, 4.85, 0
3498, 66014, 19.30, 15.50, 4.94, 0
3501, 65993, 18.05, 22.00, 4.94, 0
3503, 65972, 20.35, 12.70, 4.94, 0
3510, 65918, 18.90, 17.50, 4.85, 0
3511, 65905, 18.70, 19.00, 4.85, 0
3513, 65892, 18.45, 17.70, 4.85, 0
3515, 65873, 19.45, 16.20, 4.85, 0
3517, 65854, 18.00, 19.00, 4.85, 0
3519, 65836, 20.35, 16.80, 4.85, 0
3522, 65810, 16.00, 21.50, 4.76, 0
3526, 65784, 21.50, 15.50, 4.85, 0
3529, 65758, 16.50, 21.60, 4.76, 0
3529, 65754, 20.25, 16.20, 4.76, 0
3529, 65751, 18.10, 21.10, 4.76, 0
3530, 65748, 19.05, 17.00, 4.67, 0
3531, 65734, 18.65, 17.70, 4.76, 0
3533, 65720, 18.35, 19.90, 4.67, 0
3535, 65706, 20.25, 17.00, 4.67, 0
3538, 65679, 17.55, 22.80, 4.58, 0
3541, 65653, 19.60, 16.20, 4.67, 0
3544, 65628, 17.70, 25.60, 4.67, 0
3545, 65622, 20.05, 13.80, 4.58, 0
3545, 65616, 18.05, 23.00, 4.58, 0
3546, 65610, 19.30, 16.90, 4.49, 0
3548, 65598, 18.70, 19.60, 4.49, 0
3549, 65586, 18.55, 19.60, 4.49, 0
3550, 65574, 19.35, 15.40, 4.49, 0
3554, 65545, 17.85, 23.90, 4.49, 0
3557, 65516, 20.25, 13.70, 4.49, 0
3561, 65488, 17.45, 22.80, 4.49, 0
3562, 65479, 19.65, 14.50, 4.40, 0
3563, 65470, 18.20, 21.70, 4.49, 0
3564, 65462, 19.15, 16.50, 4.40, 0
3565, 65446, 18.20, 41.00, 4.40, 0
3567, 65431, 18.25, 20.30, 4.31, 0
3569, 65416, 20.15, 16.10, 4.40, 0
3572, 65392, 16.95, 21.30, 4.31, 0
3575, 65369, 21.45, 14.80, 4.40, 0
3577, 65346, 17.05, 21.60, 4.40, 0
3578, 65339, 20.00, 17.60, 4.31, 0
3579, 65332, 18.05, 19.70, 4.31, 0
3580, 65326, 18.85, 17.40, 4.31, 0
3583, 65299, 19.75, 18.80, 4.31, 0
3586, 65273, 17.65, 20.60, 4.22, 0
3589, 65248, 20.85, 17.50, 4.22, 0
3591, 65231, 16.45, 21.60, 4.22, 0
3593, 65215, 21.35, 16.90, 4.22, 0
3595, 65200, 17.25, 20.50, 4.22, 0
3596, 65189, 19.40, 18.30, 4.13, 0
3597, 65178, 18.40, 20.00, 4.22, 0
3599, 65168, 18.45, 18.70, 4.13, 0
3602, 65139, 20.15, 18.30, 4.13, 0
3605, 65110, 17.60, 21.00, 4.04, 0
3609, 65082, 21.05, 19.20, 4.13, 0
3610, 65071, 15.90, 17.70, 4.04, 0
3611, 65060, 21.50, 19.40, 4.13, 0
3613, 65050, 16.95, 17.60, 4.04, 0
3614, 65040, 19.95, 20.00, 4.04, 0
3615, 65031, 18.20, 18.50, 4.04, 0
3616, 65022, 18.85, 20.00, 3.95, 0
3619, 64997, 19.30, 20.30, 4.04, 0
3622, 64972, 17.65, 18.90, 3.95, 0
3625, 64948, 20.80, 22.00, 4.04, 0
3626, 64933, 16.25, 15.60, 3.95, 0
3628, 64919, 21.20, 23.10, 3.95, 0
3630, 64906, 16.80, 15.70, 3.86, 0
3631, 64891, 20.15, 22.00, 3.86, 0
3633, 64876, 18.05, 17.80, 3.95, 0
3635, 64862, 18.90, 20.30, 3.86, 0
3638, 64841, 18.75, 19.80, 3.95, 0
3640, 64820, 18.40, 17.30, 3.86, 0
3642, 64800, 20.30, 22.80, 3.86, 0
3644, 64785, 17.30, 13.10, 3.86, 0
3646, 64770, 20.50, 25.20, 3.86, 0
3648, 64756, 17.35, 10.40, 3.78, 0
3650, 64735, 19.85, 24.40, 3.78, 0
3653, 64714, 18.40, 14.10, 3.78, 0
3655, 64694, 19.40, 21.10, 3.78, 0
3659, 64660, 18.95, 17.50, 3.69, 0
3661, 64644, 19.95, 21.30, 3.69, 0
3664, 64620, 20.60, 24.90, 3.69, 0
3665, 64608, 17.90, 10.20, 3.69, 0
3668, 64589, 20.05, 23.90, 3.69, 0
3670, 64571, 18.45, 14.30, 3.69, 0
3672, 64554, 19.30, 18.70, 3.60, 0
3674, 64533, 19.05, 18.20, 3.60, 0
3677, 64513, 19.00, 15.80, 3.60, 0
3679, 64494, 19.85, 22.60, 3.69, 0
3681, 64479, 18.45, 11.80, 3.60, 0
3683, 64464, 20.15, 24.20, 3.60, 0
3684, 64450, 18.15, 10.20, 3.51, 0
3693, 64375, 19.05, 17.60, 3.42, 0
3696, 64356, 19.15, 14.20, 3.42, 0
3698, 64338, 18.85, 22.80, 3.42, 0
3699, 64324, 19.55, 10.40, 3.42, 0
3701, 64311, 18.55, 25.50, 3.42, 0
3703, 64298, 19.55, 10.10, 3.33, 0
